peptide_id,source,length,score,label,avg_ep,max_ep,max_lin_ep
195,uniref90,23,0.19896238,Epitope,0.199,0.3012,0.2272
196,uniref90,12,0.2522219,Epitope,0.2522,0.3053,0.2763
197,uniref90,27,0.2509155,Epitope,0.2509,0.3259,0.2709
198,uniref90,16,0.2839213,Epitope,0.2839,0.3707,0.3233
200,uniref90,11,0.2106429,Epitope,0.2106,0.2772,0.2286
201,uniref90,17,0.2555483,Epitope,0.2555,0.3291,0.2888
202,uniref90,21,0.17522928,Epitope,0.1752,0.2684,0.2147
203,uniref90,13,0.27889156,Epitope,0.2789,0.3647,0.3116
204,uniref90,17,0.24511635,Epitope,0.2451,0.3233,0.2728
205,uniref90,25,0.22969016,Epitope,0.2297,0.2943,0.2527
206,uniref90,12,0.22849953,Epitope,0.2285,0.3265,0.2525
208,uniref90,23,0.20654546,Epitope,0.2065,0.3226,0.2322
212,uniref90,25,0.22096165,Epitope,0.221,0.3295,0.26
213,uniref90,27,0.28347936,Epitope,0.2835,0.3569,0.3069
214,uniref90,24,0.25228795,Epitope,0.2523,0.337,0.3037
1108,uniref90,19,0.244137,Epitope,0.2441,0.3508,0.2927
1109,uniref90,21,0.27132428,Epitope,0.2713,0.3493,0.2813
1111,uniref90,25,0.26388222,Epitope,0.2639,0.333,0.2869
1112,uniref90,20,0.23546198,Epitope,0.2355,0.3472,0.2657
1113,uniref90,25,0.18074961,Epitope,0.1807,0.3311,0.234
1114,uniref90,25,0.21972097,Epitope,0.2197,0.2925,0.2656
1115,uniref90,21,0.3325394,Epitope,0.3325,0.3829,0.3581
1116,uniref90,29,0.23566268,Epitope,0.2357,0.3212,0.2667
1117,uniref90,25,0.17131355,Epitope,0.1713,0.33,0.2301
1118,uniref90,14,0.1785628,Epitope,0.1786,0.2494,0.2052
1119,uniref90,21,0.27296475,Epitope,0.273,0.3603,0.3086
1120,uniref90,21,0.23052004,Epitope,0.2305,0.3054,0.2514
1121,uniref90,26,0.18563308,Epitope,0.1856,0.3108,0.2328
1122,uniref90,30,0.16051692,Epitope,0.1605,0.2931,0.207
1123,uniref90,22,0.23602201,Epitope,0.236,0.3369,0.2837
1124,uniref90,11,0.23833309,Epitope,0.2383,0.2885,0.2574
1126,uniref90,29,0.17172857,Epitope,0.1717,0.2514,0.2164
1127,uniref90,12,0.26584584,Epitope,0.2658,0.3391,0.2862
1148,uniref90,11,0.23841071,Epitope,0.2384,0.293,0.2512
1777,uniref90,20,0.2764083,Epitope,0.2764,0.3606,0.3121
1779,uniref90,20,0.25272697,Epitope,0.2527,0.3456,0.2952
1781,uniref90,27,0.30895028,Epitope,0.309,0.3567,0.3291
1782,uniref90,30,0.18233748,Epitope,0.1823,0.3159,0.2355
1784,uniref90,27,0.2483044,Epitope,0.2483,0.3642,0.2875
1785,uniref90,28,0.19354253,Epitope,0.1935,0.3307,0.2242
1786,uniref90,20,0.20759852,Epitope,0.2076,0.2862,0.2369
1787,uniref90,28,0.2762199,Epitope,0.2762,0.3624,0.3087
1788,uniref90,30,0.2823521,Epitope,0.2824,0.3817,0.3318
1789,uniref90,25,0.26436314,Epitope,0.2644,0.3305,0.2834
1790,uniref90,20,0.2595617,Epitope,0.2596,0.3219,0.276
1792,uniref90,24,0.1831882,Epitope,0.1832,0.308,0.2025
1793,uniref90,12,0.2780324,Epitope,0.278,0.3326,0.2981
1794,uniref90,19,0.26514885,Epitope,0.2651,0.3665,0.311
1795,uniref90,23,0.25899237,Epitope,0.259,0.3463,0.2872
1796,uniref90,30,0.24075536,Epitope,0.2408,0.3346,0.2769
2077,uniref90,30,0.21264511,Epitope,0.2126,0.3319,0.2982
2078,uniref90,15,0.3045678,Epitope,0.3046,0.3538,0.3358
2079,uniref90,24,0.15341027,Epitope,0.1534,0.2856,0.1985
2080,uniref90,27,0.23179153,Epitope,0.2318,0.3555,0.2741
2082,uniref90,26,0.1553789,Epitope,0.1554,0.263,0.1959
2083,uniref90,28,0.2633097,Epitope,0.2633,0.3385,0.2856
2084,uniref90,30,0.19778724,Epitope,0.1978,0.2766,0.2284
2085,uniref90,24,0.17745721,Epitope,0.1775,0.2734,0.192
2086,uniref90,30,0.22997124,Epitope,0.23,0.3141,0.2569
2087,uniref90,18,0.27892724,Epitope,0.2789,0.3581,0.328
2088,uniref90,21,0.2753097,Epitope,0.2753,0.3509,0.301
2090,uniref90,29,0.24937122,Epitope,0.2494,0.3388,0.2826
2092,uniref90,30,0.21042895,Epitope,0.2104,0.3111,0.2407
2093,uniref90,21,0.24265869,Epitope,0.2427,0.3234,0.2738
2094,uniref90,16,0.2642274,Epitope,0.2642,0.3524,0.3092
2095,uniref90,28,0.25636938,Epitope,0.2564,0.3474,0.2814
2359,uniref90,30,0.30970174,Epitope,0.3097,0.3847,0.3498
2361,uniref90,30,0.28353718,Epitope,0.2835,0.354,0.3096
2362,uniref90,30,0.2460548,Epitope,0.2461,0.3238,0.2743
2363,uniref90,30,0.1981209,Epitope,0.1981,0.3031,0.2484
2364,uniref90,30,0.26921356,Epitope,0.2692,0.3671,0.303
2365,uniref90,30,0.2734024,Epitope,0.2734,0.3542,0.3069
2366,uniref90,30,0.26873112,Epitope,0.2687,0.365,0.295
2367,uniref90,30,0.20428036,Epitope,0.2043,0.2702,0.2202
2370,uniref90,30,0.23938139,Epitope,0.2394,0.3538,0.3116
2371,uniref90,30,0.21793577,Epitope,0.2179,0.3265,0.2584
2372,uniref90,30,0.27959988,Epitope,0.2796,0.3426,0.3047
2373,uniref90,30,0.1784909,Epitope,0.1785,0.27,0.2108
2374,uniref90,30,0.31680462,Epitope,0.3168,0.3785,0.3538
2375,uniref90,30,0.28127658,Epitope,0.2813,0.3881,0.3154
2376,uniref90,30,0.24985768,Epitope,0.2499,0.3572,0.2797
2377,uniref90,30,0.2562724,Epitope,0.2563,0.3354,0.2842
2378,uniref90,30,0.25285715,Epitope,0.2529,0.3405,0.2917
2379,uniref90,30,0.26484698,Epitope,0.2648,0.3442,0.2951
2380,uniref90,30,0.28420773,Epitope,0.2842,0.3763,0.3203
2381,uniref90,30,0.25872663,Epitope,0.2587,0.3632,0.2826
2382,uniref90,30,0.31064135,Epitope,0.3106,0.3901,0.3393
2383,uniref90,30,0.27172783,Epitope,0.2717,0.363,0.3009
2384,uniref90,30,0.26619443,Epitope,0.2662,0.373,0.2913
2385,uniref90,30,0.2543298,Epitope,0.2543,0.3478,0.279
2386,uniref90,30,0.25880495,Epitope,0.2588,0.3545,0.2851
2387,uniref90,30,0.263504,Epitope,0.2635,0.3472,0.2945
2388,uniref90,30,0.28871754,Epitope,0.2887,0.372,0.3193
2389,uniref90,30,0.26693878,Epitope,0.2669,0.3626,0.2989
2390,uniref90,30,0.27574793,Epitope,0.2757,0.384,0.3229
2391,uniref90,30,0.15812564,Epitope,0.1581,0.3057,0.1849
2392,uniref90,30,0.2703407,Epitope,0.2703,0.3675,0.2983
2393,uniref90,30,0.27047643,Epitope,0.2705,0.3678,0.3009
2394,uniref90,30,0.2651938,Epitope,0.2652,0.3649,0.3022
2395,uniref90,30,0.25504345,Epitope,0.255,0.369,0.2933
2396,uniref90,30,0.2538499,Epitope,0.2538,0.3317,0.2802
2397,uniref90,30,0.15569493,Epitope,0.1557,0.3111,0.2652
3117,uniref90,30,0.27732104,Epitope,0.2773,0.3601,0.31
3118,uniref90,30,0.21165115,Epitope,0.2117,0.284,0.2349
3119,uniref90,30,0.24660411,Epitope,0.2466,0.3081,0.2772
3120,uniref90,30,0.20045537,Epitope,0.2005,0.2879,0.2504
3121,uniref90,30,0.16090226,Epitope,0.1609,0.2539,0.1953
3122,uniref90,30,0.16038516,Epitope,0.1604,0.3098,0.2155
3123,uniref90,30,0.20442224,Epitope,0.2044,0.3265,0.2653
3124,uniref90,30,0.20436536,Epitope,0.2044,0.2859,0.2417
3125,uniref90,30,0.26308748,Epitope,0.2631,0.35,0.282
3126,uniref90,30,0.26256302,Epitope,0.2626,0.3337,0.3048
3127,uniref90,30,0.28011125,Epitope,0.2801,0.3577,0.3095
3128,uniref90,30,0.27365446,Epitope,0.2737,0.3555,0.3017
3129,uniref90,30,0.26073256,Epitope,0.2607,0.3631,0.2976
3130,uniref90,30,0.2660837,Epitope,0.2661,0.3416,0.2961
3131,uniref90,30,0.22292131,Epitope,0.2229,0.2962,0.2503
3132,uniref90,30,0.2185841,Epitope,0.2186,0.3155,0.266
3133,uniref90,30,0.21136971,Epitope,0.2114,0.3446,0.2494
3134,uniref90,30,0.28038684,Epitope,0.2804,0.3581,0.3079
3135,uniref90,30,0.2704291,Epitope,0.2704,0.3193,0.2884
3136,uniref90,30,0.23087735,Epitope,0.2309,0.3323,0.2647
3137,uniref90,30,0.27263325,Epitope,0.2726,0.3467,0.2928
3661,uniref90,30,0.24710117,Epitope,0.2471,0.3512,0.3092
3662,uniref90,30,0.19587797,Epitope,0.1959,0.3146,0.2207
3663,uniref90,30,0.27212507,Epitope,0.2721,0.3609,0.3049
3664,uniref90,30,0.22532004,Epitope,0.2253,0.3256,0.2596
3665,uniref90,30,0.24857229,Epitope,0.2486,0.3186,0.2761
3666,uniref90,30,0.2975612,Epitope,0.2976,0.3636,0.3266
3667,uniref90,30,0.19436055,Epitope,0.1944,0.2991,0.2189
3668,uniref90,30,0.1902134,Epitope,0.1902,0.2815,0.2097
3669,uniref90,30,0.23450972,Epitope,0.2345,0.3405,0.2658
3670,uniref90,30,0.26512995,Epitope,0.2651,0.3611,0.2946
3671,uniref90,30,0.24869844,Epitope,0.2487,0.3367,0.2871
3672,uniref90,30,0.29052946,Epitope,0.2905,0.3436,0.3199
3673,uniref90,30,0.2708303,Epitope,0.2708,0.3519,0.3041
3674,uniref90,30,0.27771086,Epitope,0.2777,0.3294,0.3107
3675,uniref90,30,0.24629782,Epitope,0.2463,0.3501,0.2836
3676,uniref90,30,0.29918623,Epitope,0.2992,0.3557,0.3384
3677,uniref90,30,0.25509986,Epitope,0.2551,0.3249,0.2893
3678,uniref90,30,0.2671294,Epitope,0.2671,0.3568,0.31
3679,uniref90,30,0.26014653,Epitope,0.2601,0.3392,0.2969
3680,uniref90,30,0.26452613,Epitope,0.2645,0.3604,0.3176
3681,uniref90,30,0.24732128,Epitope,0.2473,0.3645,0.2713
3724,uniref90,30,0.30978757,Epitope,0.3098,0.3733,0.3339
3725,uniref90,30,0.25158983,Epitope,0.2516,0.3291,0.2826
3726,uniref90,30,0.22973694,Epitope,0.2297,0.3137,0.254
3727,uniref90,30,0.21109524,Epitope,0.2111,0.3095,0.2427
3728,uniref90,30,0.29761153,Epitope,0.2976,0.3495,0.3276
3729,uniref90,30,0.2550028,Epitope,0.255,0.3441,0.2858
3730,uniref90,30,0.25803566,Epitope,0.258,0.3542,0.295
3731,uniref90,30,0.28314868,Epitope,0.2831,0.3597,0.3177
3732,uniref90,30,0.25182065,Epitope,0.2518,0.3497,0.2748
3733,uniref90,30,0.2738517,Epitope,0.2739,0.3637,0.3294
3734,uniref90,30,0.2302569,Epitope,0.2303,0.3159,0.2726
3735,uniref90,30,0.23830971,Epitope,0.2383,0.3421,0.3058
3736,uniref90,30,0.28530058,Epitope,0.2853,0.3428,0.326
3737,uniref90,30,0.24650064,Epitope,0.2465,0.3675,0.2936
3738,uniref90,30,0.2662025,Epitope,0.2662,0.3522,0.3024
3740,uniref90,30,0.2698548,Epitope,0.2699,0.3458,0.2977
3741,uniref90,30,0.24615932,Epitope,0.2462,0.3555,0.2895
3742,uniref90,30,0.24329418,Epitope,0.2433,0.3462,0.2908
3743,uniref90,30,0.2360161,Epitope,0.236,0.3461,0.2855
3744,uniref90,30,0.2534764,Epitope,0.2535,0.3466,0.2893
4205,uniref90,30,0.26518503,Epitope,0.2652,0.349,0.2907
4206,uniref90,30,0.15931587,Epitope,0.1593,0.2511,0.1932
4207,uniref90,30,0.2058606,Epitope,0.2059,0.3416,0.23
4208,uniref90,30,0.27573046,Epitope,0.2757,0.3798,0.3308
4209,uniref90,30,0.22103825,Epitope,0.221,0.3035,0.2671
4210,uniref90,30,0.25650108,Epitope,0.2565,0.3267,0.291
4212,uniref90,30,0.2963047,Epitope,0.2963,0.3701,0.3501
4213,uniref90,30,0.27508944,Epitope,0.2751,0.3497,0.3071
4214,uniref90,30,0.27224344,Epitope,0.2722,0.3431,0.3203
4215,uniref90,30,0.23110789,Epitope,0.2311,0.34,0.3107
4216,uniref90,30,0.26169315,Epitope,0.2617,0.3488,0.2823
4217,uniref90,30,0.25909892,Epitope,0.2591,0.3644,0.3077
4218,uniref90,30,0.21765341,Epitope,0.2177,0.3185,0.2348
4219,uniref90,30,0.2628371,Epitope,0.2628,0.3328,0.2854
4220,uniref90,30,0.2389534,Epitope,0.239,0.3508,0.2855
4221,uniref90,30,0.2533936,Epitope,0.2534,0.3504,0.282
4222,uniref90,30,0.27792758,Epitope,0.2779,0.3593,0.3165
4223,uniref90,30,0.27575922,Epitope,0.2758,0.3457,0.3128
4224,uniref90,30,0.24762389,Epitope,0.2476,0.3161,0.2678
4225,uniref90,30,0.24555874,Epitope,0.2456,0.3198,0.2595
4604,uniref90,30,0.23425475,Epitope,0.2343,0.3061,0.2555
4605,uniref90,30,0.31791908,Epitope,0.3179,0.3823,0.3595
4606,uniref90,30,0.24613962,Epitope,0.2461,0.357,0.2788
4607,uniref90,30,0.19535254,Epitope,0.1954,0.2875,0.2279
4608,uniref90,30,0.22147597,Epitope,0.2215,0.3114,0.2558
4609,uniref90,30,0.23980874,Epitope,0.2398,0.3067,0.2728
4610,uniref90,30,0.24905463,Epitope,0.2491,0.3458,0.2729
4611,uniref90,30,0.26334012,Epitope,0.2633,0.3304,0.2965
4612,uniref90,30,0.2240757,Epitope,0.2241,0.3327,0.2486
4613,uniref90,30,0.2668,Epitope,0.2668,0.3567,0.3083
4615,uniref90,30,0.18639551,Epitope,0.1864,0.3338,0.2853
4616,uniref90,30,0.2578216,Epitope,0.2578,0.3468,0.3018
4617,uniref90,30,0.22854958,Epitope,0.2285,0.3247,0.2687
4618,uniref90,30,0.2706239,Epitope,0.2706,0.3549,0.3131
4619,uniref90,30,0.24522167,Epitope,0.2452,0.3224,0.2809
4620,uniref90,30,0.21224718,Epitope,0.2122,0.3415,0.2983
4621,uniref90,30,0.20448504,Epitope,0.2045,0.3344,0.2467
4622,uniref90,30,0.20983842,Epitope,0.2098,0.3447,0.2679
4623,uniref90,30,0.28312895,Epitope,0.2831,0.356,0.3358
4624,uniref90,30,0.2749691,Epitope,0.275,0.3496,0.3005
4732,uniref90,30,0.16491099,Epitope,0.1649,0.3193,0.231
4733,uniref90,30,0.21114406,Epitope,0.2111,0.291,0.2274
4735,uniref90,30,0.2274827,Epitope,0.2275,0.3241,0.2662
4736,uniref90,30,0.24728231,Epitope,0.2473,0.3365,0.2824
4737,uniref90,30,0.25118175,Epitope,0.2512,0.3461,0.2888
4738,uniref90,30,0.2501779,Epitope,0.2502,0.3489,0.3015
4739,uniref90,30,0.22067349,Epitope,0.2207,0.3438,0.2684
4740,uniref90,30,0.24797274,Epitope,0.248,0.3397,0.2856
4741,uniref90,30,0.17879817,Epitope,0.1788,0.3085,0.2369
4742,uniref90,30,0.21303819,Epitope,0.213,0.3374,0.2376
4743,uniref90,30,0.24615957,Epitope,0.2462,0.3484,0.2783
4744,uniref90,30,0.24639845,Epitope,0.2464,0.3226,0.304
4745,uniref90,30,0.2329886,Epitope,0.233,0.3311,0.2634
4746,uniref90,30,0.25764045,Epitope,0.2576,0.3271,0.2874
4747,uniref90,30,0.21169467,Epitope,0.2117,0.3309,0.2708
4748,uniref90,30,0.22413836,Epitope,0.2241,0.3159,0.2657
4749,uniref90,30,0.2923328,Epitope,0.2923,0.3558,0.3269
4750,uniref90,30,0.26121828,Epitope,0.2612,0.3446,0.2816
4751,uniref90,30,0.24075048,Epitope,0.2408,0.3377,0.2703
4752,uniref90,30,0.31475863,Epitope,0.3148,0.3666,0.3587
4753,uniref90,30,0.27971113,Epitope,0.2797,0.3544,0.3104
4754,uniref90,30,0.29239738,Epitope,0.2924,0.3518,0.3206
4755,uniref90,30,0.3157015,Epitope,0.3157,0.3714,0.344
4756,uniref90,30,0.20950693,Epitope,0.2095,0.3336,0.2816
4757,uniref90,30,0.17760259,Epitope,0.1776,0.2812,0.2084
4758,uniref90,30,0.26237056,Epitope,0.2624,0.3484,0.3003
4759,uniref90,30,0.28080234,Epitope,0.2808,0.3648,0.3138
4760,uniref90,30,0.2409571,Epitope,0.241,0.3334,0.2598
4761,uniref90,30,0.21757902,Epitope,0.2176,0.3063,0.2328
4762,uniref90,30,0.24295759,Epitope,0.243,0.318,0.2701
4763,uniref90,30,0.2183885,Epitope,0.2184,0.343,0.2306
4764,uniref90,30,0.22226743,Epitope,0.2223,0.3371,0.2772
4765,uniref90,30,0.2661438,Epitope,0.2661,0.3302,0.3046
4766,uniref90,30,0.27110618,Epitope,0.2711,0.3551,0.3112
4767,uniref90,30,0.23488821,Epitope,0.2349,0.351,0.2941
4768,uniref90,30,0.22153148,Epitope,0.2215,0.3246,0.2487
4769,uniref90,30,0.2328118,Epitope,0.2328,0.3487,0.2712
4770,uniref90,30,0.2575273,Epitope,0.2575,0.3496,0.2969
4876,uniref90,30,0.25753883,Epitope,0.2575,0.348,0.2885
4877,uniref90,30,0.31362674,Epitope,0.3136,0.3667,0.349
4878,uniref90,30,0.27281454,Epitope,0.2728,0.3528,0.306
4879,uniref90,30,0.23839419,Epitope,0.2384,0.3143,0.2716
4880,uniref90,30,0.2116799,Epitope,0.2117,0.3378,0.2747
4882,uniref90,30,0.2563071,Epitope,0.2563,0.3437,0.2883
4883,uniref90,30,0.2848267,Epitope,0.2848,0.3706,0.314
4884,uniref90,30,0.28353354,Epitope,0.2835,0.3664,0.3263
4885,uniref90,30,0.263465,Epitope,0.2635,0.3501,0.2922
4886,uniref90,30,0.30822375,Epitope,0.3082,0.3611,0.3459
4887,uniref90,30,0.28261012,Epitope,0.2826,0.3506,0.3258
4888,uniref90,30,0.29702622,Epitope,0.297,0.3554,0.3236
4889,uniref90,30,0.1861084,Epitope,0.1861,0.3068,0.2277
4890,uniref90,30,0.27267128,Epitope,0.2727,0.3578,0.3051
4891,uniref90,30,0.26976115,Epitope,0.2698,0.331,0.3003
4892,uniref90,30,0.21828914,Epitope,0.2183,0.3323,0.2444
4893,uniref90,30,0.28399926,Epitope,0.284,0.3551,0.3082
4894,uniref90,30,0.27078688,Epitope,0.2708,0.365,0.2978
4895,uniref90,30,0.15570264,Epitope,0.1557,0.2839,0.223
4896,uniref90,30,0.21924813,Epitope,0.2192,0.2816,0.2484
5964,uniref90,30,0.24096175,Epitope,0.241,0.3142,0.2671
5965,uniref90,30,0.20787673,Epitope,0.2079,0.3074,0.2273
5966,uniref90,30,0.25492436,Epitope,0.2549,0.3252,0.2822
5967,uniref90,30,0.26240012,Epitope,0.2624,0.3383,0.2849
5968,uniref90,30,0.2805146,Epitope,0.2805,0.3502,0.3015
5969,uniref90,30,0.22758725,Epitope,0.2276,0.3346,0.264
5970,uniref90,30,0.2512724,Epitope,0.2513,0.352,0.3044
5971,uniref90,30,0.3001517,Epitope,0.3002,0.3741,0.331
5972,uniref90,30,0.2222538,Epitope,0.2223,0.3212,0.2463
5973,uniref90,30,0.2638717,Epitope,0.2639,0.3474,0.3151
5974,uniref90,30,0.25892216,Epitope,0.2589,0.3612,0.2915
5975,uniref90,30,0.25223035,Epitope,0.2522,0.3223,0.2721
5976,uniref90,30,0.26235983,Epitope,0.2624,0.3478,0.3071
5977,uniref90,30,0.31017596,Epitope,0.3102,0.3638,0.3326
5978,uniref90,30,0.27272874,Epitope,0.2727,0.3641,0.3051
5979,uniref90,30,0.2800007,Epitope,0.28,0.3512,0.316
5980,uniref90,30,0.25451192,Epitope,0.2545,0.3439,0.2905
5981,uniref90,30,0.2392611,Epitope,0.2393,0.348,0.317
5982,uniref90,30,0.23861757,Epitope,0.2386,0.3293,0.27
5983,uniref90,30,0.2657191,Epitope,0.2657,0.3579,0.3041
5984,uniref90,30,0.29158744,Epitope,0.2916,0.3536,0.3118
6530,uniref90,30,0.23845191,Epitope,0.2385,0.3471,0.2829
6531,uniref90,30,0.27515253,Epitope,0.2752,0.3478,0.3109
6532,uniref90,30,0.27781218,Epitope,0.2778,0.3343,0.2945
6533,uniref90,30,0.22383465,Epitope,0.2238,0.3439,0.2771
6534,uniref90,30,0.22874357,Epitope,0.2287,0.3244,0.2677
6535,uniref90,30,0.2902922,Epitope,0.2903,0.3778,0.3535
6536,uniref90,30,0.28615984,Epitope,0.2862,0.3689,0.3293
6538,uniref90,30,0.2802947,Epitope,0.2803,0.3458,0.3041
6539,uniref90,30,0.23958622,Epitope,0.2396,0.3322,0.2818
6540,uniref90,30,0.27864102,Epitope,0.2786,0.3382,0.2971
6541,uniref90,30,0.29382315,Epitope,0.2938,0.371,0.3304
6542,uniref90,30,0.3029701,Epitope,0.303,0.3618,0.3497
6543,uniref90,30,0.23818062,Epitope,0.2382,0.3375,0.2573
6546,uniref90,30,0.15400353,Epitope,0.154,0.258,0.1867
6547,uniref90,30,0.23394732,Epitope,0.2339,0.32,0.2648
6549,uniref90,30,0.24001716,Epitope,0.24,0.3162,0.275
6592,uniref90,30,0.23433428,Epitope,0.2343,0.3241,0.2582
6593,uniref90,30,0.27458635,Epitope,0.2746,0.3372,0.3192
6594,uniref90,30,0.2666335,Epitope,0.2666,0.3462,0.3037
6595,uniref90,30,0.24277307,Epitope,0.2428,0.3186,0.2763
6596,uniref90,30,0.23592018,Epitope,0.2359,0.325,0.265
6597,uniref90,30,0.21280721,Epitope,0.2128,0.2931,0.2412
6598,uniref90,30,0.1925443,Epitope,0.1925,0.3069,0.2497
6600,uniref90,30,0.20214386,Epitope,0.2021,0.3083,0.2463
6601,uniref90,30,0.27302396,Epitope,0.273,0.3593,0.3084
6602,uniref90,30,0.22057503,Epitope,0.2206,0.3024,0.2429
6603,uniref90,30,0.24211818,Epitope,0.2421,0.3547,0.3386
6604,uniref90,30,0.30237553,Epitope,0.3024,0.3636,0.3205
6605,uniref90,30,0.25342563,Epitope,0.2534,0.3391,0.2976
6606,uniref90,30,0.24481182,Epitope,0.2448,0.369,0.3064
6607,uniref90,30,0.26623768,Epitope,0.2662,0.366,0.3148
6608,uniref90,30,0.25291178,Epitope,0.2529,0.3503,0.3054
6609,uniref90,30,0.18705201,Epitope,0.1871,0.2952,0.2257
6610,uniref90,30,0.24427122,Epitope,0.2443,0.3287,0.265
6611,uniref90,30,0.18989585,Epitope,0.1899,0.3058,0.223
6612,uniref90,30,0.2928001,Epitope,0.2928,0.3667,0.3276
6862,uniref90,30,0.26833937,Epitope,0.2683,0.3394,0.2907
6863,uniref90,30,0.18205696,Epitope,0.1821,0.252,0.2169
6864,uniref90,30,0.24037832,Epitope,0.2404,0.3492,0.2574
6865,uniref90,30,0.2583541,Epitope,0.2584,0.3478,0.2977
6866,uniref90,30,0.29595956,Epitope,0.296,0.3693,0.3274
6867,uniref90,30,0.27464476,Epitope,0.2746,0.3685,0.3216
6868,uniref90,30,0.30412441,Epitope,0.3041,0.3595,0.3157
6869,uniref90,30,0.2593652,Epitope,0.2594,0.3339,0.2936
6870,uniref90,30,0.2689489,Epitope,0.2689,0.3553,0.3074
6871,uniref90,30,0.27094427,Epitope,0.2709,0.3479,0.3043
6872,uniref90,30,0.24592037,Epitope,0.2459,0.3413,0.2873
6873,uniref90,30,0.28530702,Epitope,0.2853,0.3598,0.3336
6874,uniref90,30,0.2522096,Epitope,0.2522,0.3398,0.2846
6875,uniref90,30,0.29074138,Epitope,0.2907,0.3539,0.3293
6876,uniref90,30,0.22132349,Epitope,0.2213,0.3544,0.2777
6877,uniref90,30,0.31331503,Epitope,0.3133,0.3744,0.3558
6878,uniref90,30,0.23510124,Epitope,0.2351,0.3213,0.2701
6879,uniref90,30,0.20715907,Epitope,0.2072,0.308,0.2598
6880,uniref90,30,0.22493963,Epitope,0.2249,0.3311,0.2657
6881,uniref90,30,0.25511086,Epitope,0.2551,0.3275,0.2875
6882,uniref90,30,0.2630311,Epitope,0.263,0.3335,0.2943
7135,uniref90,30,0.25262254,Epitope,0.2526,0.3395,0.293
7136,uniref90,30,0.24087511,Epitope,0.2409,0.3287,0.2685
7137,uniref90,30,0.23795587,Epitope,0.238,0.3291,0.2701
7138,uniref90,30,0.23019229,Epitope,0.2302,0.3118,0.2529
7139,uniref90,30,0.26094124,Epitope,0.2609,0.3514,0.3142
7140,uniref90,30,0.18705699,Epitope,0.1871,0.2807,0.2105
7141,uniref90,30,0.1824557,Epitope,0.1825,0.3024,0.2183
7142,uniref90,30,0.19306412,Epitope,0.1931,0.2735,0.2176
7143,uniref90,30,0.21284403,Epitope,0.2128,0.3233,0.2682
7144,uniref90,30,0.21868995,Epitope,0.2187,0.3224,0.2572
7145,uniref90,30,0.20910272,Epitope,0.2091,0.3178,0.2588
7147,uniref90,30,0.23610036,Epitope,0.2361,0.3294,0.27
7148,uniref90,30,0.16649276,Epitope,0.1665,0.3385,0.2441
7149,uniref90,30,0.26718566,Epitope,0.2672,0.3517,0.3014
7150,uniref90,30,0.23496754,Epitope,0.235,0.3258,0.297
7151,uniref90,30,0.20980029,Epitope,0.2098,0.2669,0.2384
7152,uniref90,30,0.2019538,Epitope,0.202,0.2988,0.2217
7153,uniref90,30,0.21827266,Epitope,0.2183,0.3488,0.2525
7154,uniref90,30,0.2539335,Epitope,0.2539,0.3656,0.3028
7155,uniref90,30,0.25377777,Epitope,0.2538,0.3568,0.346
7408,uniref90,30,0.27403796,Epitope,0.274,0.3637,0.3221
7409,uniref90,30,0.23062177,Epitope,0.2306,0.3357,0.27
7410,uniref90,30,0.26555216,Epitope,0.2656,0.3555,0.3015
7411,uniref90,30,0.25379914,Epitope,0.2538,0.3118,0.2836
7413,uniref90,30,0.22570999,Epitope,0.2257,0.3291,0.2711
7414,uniref90,30,0.25773108,Epitope,0.2577,0.3598,0.3125
7415,uniref90,30,0.19497606,Epitope,0.195,0.2921,0.2384
7416,uniref90,30,0.29412857,Epitope,0.2941,0.3643,0.332
7417,uniref90,30,0.2619884,Epitope,0.262,0.36,0.3179
7418,uniref90,30,0.24873146,Epitope,0.2487,0.333,0.2816
7420,uniref90,30,0.31557164,Epitope,0.3156,0.3784,0.3704
7421,uniref90,30,0.25763083,Epitope,0.2576,0.3439,0.2836
7422,uniref90,30,0.26674995,Epitope,0.2667,0.3459,0.2926
7423,uniref90,30,0.2662388,Epitope,0.2662,0.3398,0.3166
7424,uniref90,30,0.26076242,Epitope,0.2608,0.3489,0.3345
7425,uniref90,30,0.24231532,Epitope,0.2423,0.352,0.2829
7426,uniref90,30,0.16685587,Epitope,0.1669,0.2187,0.187
7427,uniref90,30,0.20764557,Epitope,0.2076,0.2943,0.2403
7428,uniref90,30,0.215133,Epitope,0.2151,0.3448,0.2966
7450,uniref90,30,0.24109465,Epitope,0.2411,0.3498,0.2992
7451,uniref90,30,0.2265158,Epitope,0.2265,0.3214,0.2651
7452,uniref90,30,0.2751388,Epitope,0.2751,0.3185,0.3025
7453,uniref90,30,0.22650209,Epitope,0.2265,0.2923,0.2583
7454,uniref90,30,0.2701702,Epitope,0.2702,0.3342,0.2971
7455,uniref90,30,0.21026832,Epitope,0.2103,0.3138,0.2376
7456,uniref90,30,0.2685701,Epitope,0.2686,0.3516,0.3151
7457,uniref90,30,0.21771869,Epitope,0.2177,0.3116,0.2605
7458,uniref90,30,0.217037,Epitope,0.217,0.3316,0.2443
7459,uniref90,30,0.20266111,Epitope,0.2027,0.299,0.2381
7460,uniref90,30,0.2368938,Epitope,0.2369,0.3456,0.2755
7461,uniref90,30,0.25714698,Epitope,0.2571,0.3416,0.2934
