score
0.18895163
0.24084507
0.046115477
0.44261017
0.1732098
0.44569722
0.017382873
0.25137645
0.04392881
0.36237985
0.31263834
0.43315998
0.073229365
0.25357205
0.19702888
0.21500596
0.48804268
0.004022263
0.24566674
0.0192674
0.0076769497
0.03409735
0.04041022
0.30995578
0.0603909
0.19006513
0.14040838
0.34105566
0.41271138
0.03382275
0.052002598
0.07684164
0.1677585
0.21873564
0.15844858
0.12990133
0.1826675
0.4500493
0.29216513
0.103956155
0.40569207
0.17205554
0.4860507
0.13143082
0.002964353
0.061288934
0.007885667
0.2478807
0.022114178
0.022196643
0.44550103
0.2681102
0.06091099
0.47183165
0.19449659
0.45336244
0.030817248
0.045994714
0.059598148
0.3898006
0.08726746
0.11263071
0.403105
0.07092513
0.06593276
0.20185214
0.07609971
0.014712721
0.12367324
0.39322498
0.4472201
0.05623713
0.012247565
0.00939045
0.48318034
0.2180725
0.20068416
0.45472503
0.0024907144
0.044673756
0.022485003
0.08119864
0.30859175
0.07789036
0.072893426
0.2405432
0.28519645
0.10633463
0.46990722
0.0016231156
0.004568172
0.391333
0.012004931
0.25421345
0.17224112
0.13480835
0.10260732
0.07140387
0.40897065
0.22565971
0.0021829607
0.1613192
0.4694539
0.49207
0.4128312
0.3551432
0.028157244
0.11235581
0.20569442
0.47286847
0.024132967
0.26417628
0.31212634
0.06571902
0.26071668
0.07086299
0.028654268
0.27134576
0.0029797698
0.38457415
0.11771764
0.1318931
0.1335396
0.4828057
0.06567352
0.40516585
0.17109182
0.047405988
0.025206307
0.4171695
0.01530566
0.15055774
0.40051958
0.08272066
0.11387294
0.14107539
0.11479791
0.17080736
0.22533314
0.3374756
0.15395513
0.30054155
0.024569951
0.043571863
0.035254527
0.08973762
0.42236248
0.021822171
0.22854485
0.008415388
0.15140805
0.21613109
0.018848939
0.20526381
0.0018641773
0.41821578
0.33475715
0.39289021
0.25630715
0.20818691
0.4305916
0.3014364
0.28858
0.33906183
0.027454022
0.3443392
0.29998344
0.410098
0.030751005
0.040144973
0.40393823
0.08515288
0.22847874
0.3626103
0.041957248
0.27920154
0.0882269
0.0077164974
0.419502
0.36690655
0.43853053
0.0927696
0.25942448
0.10827001
0.10525586
0.36766466
0.19429563
0.0221416
0.0752083
0.14800397
0.32785827
0.39110765
0.18186077
0.0020259856
0.21969047
0.021589087
0.2726847
0.043180015
0.43936405
0.124966696
0.0060594054
0.37145537
0.026797311
0.090342075
0.23824745
0.24676368
0.37060797
0.0077857026
0.29816017
0.28563616
0.27167943
0.028186958
0.232399
0.2305663
0.071135975
0.27677852
0.08090334
0.37025934
0.26491177
0.021148063
0.02564547
0.2420704
0.020914702
0.27798188
0.10713427
0.22200881
0.17795384
0.39783823
0.04362002
0.2487217
0.116919406
0.00062079856
0.49463525
0.007212823
0.40643862
0.18613473
0.45026675
0.3865014
0.17078449
0.015132464
0.38263133
0.18190965
0.08914221
0.105870776
0.12468929
0.2484233
0.18982868
0.24778162
0.2543761
0.09238319
0.002897914
0.09296852
0.39062536
0.40019265
0.0051701074
0.046981778
0.06868975
0.09429251
0.01106483
0.09929436
0.005760747
0.2493617
0.36316216
0.039355464
0.3349181
0.060683195
0.11707926
0.13558522
0.08739627
0.008990988
0.14798567
0.05463306
0.3208594
0.062743284
0.015031096
0.27479562
0.092607565
0.20525257
0.44767928
0.060575854
0.027118264
0.080284014
0.0022486781
0.33499187
0.177778
0.077076286
0.13839985
0.0584101
0.1460986
0.038597133
0.2248726
0.09505716
0.0718841
0.09408674
0.13948427
0.006439031
0.079278745
0.2842621
0.11173285
0.34194264
0.08911044
0.17515971
0.33109236
0.43010697
0.008216246
0.21646811
0.097099945
0.2725919
0.022896625
0.39439386
0.06349948
0.10839909
0.12875326
0.25595945
0.18798584
0.035049982
0.48078963
0.19922163
0.2556089
0.47334266
