score
0.99999684
0.89352775
0.97374713
0.5419818
0.9515523
0.95888144
0.8992584
0.9192885
0.9973269
0.7834226
0.79881954
0.9940831
0.97726125
0.80914193
0.995966
0.9530605
0.52775794
0.98379666
0.9657815
0.81915826
0.58963704
0.99999076
0.9427756
0.8419356
0.7367798
0.9415365
0.67520505
0.85701764
0.96825445
0.9572738
0.67846817
0.9810975
0.9957488
0.98010504
0.6521234
0.92889285
0.99086636
0.9544007
0.62339747
0.7959423
0.7889465
0.85354143
0.6621076
0.99033755
0.6616191
0.9973561
0.98025995
0.9299687
0.9932551
0.51450765
0.98541725
0.6862365
0.9955261
0.7499246
0.9945192
0.97017086
0.56303173
0.96036077
0.8389213
0.8797685
0.9999992
0.996588
0.9999851
0.5465429
0.65758425
0.9959275
0.54385936
0.92802674
0.5801047
0.6269637
0.9965111
0.95015186
0.986961
0.9926449
0.9680411
0.80454564
0.9778243
0.97879773
0.69538736
0.78895897
0.99286073
0.92918545
0.9946387
0.9945958
0.56154627
0.59495175
0.9338785
0.99650335
0.7717322
0.99459654
0.9999896
0.96234024
0.97698927
0.9421933
0.9999858
0.98263955
0.8460192
0.78965753
0.72698563
0.771366
0.79797894
0.97820735
0.99998796
0.9656981
0.74561435
0.5969271
0.95958173
0.9999947
0.7039648
0.98253953
0.74450666
0.98479396
0.92747235
0.514215
0.9473249
0.9999858
0.9932216
0.91861147
0.9733619
0.96212745
0.98419666
0.99438334
0.9052578
0.909863
0.99247664
0.90177435
0.88286895
0.71123934
0.54915076
0.8734402
0.8487669
0.9784344
0.9499887
0.72520614
0.9589491
0.98992145
0.9671255
0.9948586
0.974462
0.96000993
0.56213427
0.9956789
0.9029111
0.96362966
0.9772345
0.90507805
0.99726564
0.61376935
0.87143147
0.8732317
0.91516703
0.9778583
0.51874226
0.97478986
0.86727065
0.98510253
0.97841233
0.9016958
0.97152185
0.857099
0.9453546
0.97725636
0.79754734
0.81081843
0.94716465
0.5
0.993337
0.7199725
0.5680016
0.639418
0.9999839
0.9664468
0.6511226
0.99998933
0.5262944
0.9092368
0.93296903
0.9954754
0.8350119
0.9860685
0.98317975
0.84639424
0.97347224
0.9864543
0.9846603
0.79298383
0.98520064
0.86809635
0.61602134
0.97499025
0.99592537
0.550493
0.89210653
0.94818085
0.9799875
0.99692684
0.8791537
0.6481102
0.9426679
0.8233712
0.67578727
0.9999833
0.99294645
0.9036006
0.9409453
0.999989
0.8754285
0.9882259
0.90197897
0.8202425
0.8109619
0.62038934
0.8064261
0.8354536
0.9838382
0.6273679
0.9999818
0.8605885
0.9999979
0.9390742
0.9616335
0.86982286
0.6344001
0.7912723
0.9942554
0.650898
0.51120025
0.75809866
0.9942622
0.93965477
0.94186264
0.9999906
0.9973099
0.98044634
0.99435705
0.99999005
0.99999785
0.9919223
0.80291986
0.98045367
0.9999902
0.9938463
0.96134347
0.9656839
0.97341406
0.9999985
0.950897
0.99999875
0.9866754
0.99296415
0.61578655
0.9793792
0.9708409
0.59043914
0.9999992
0.6463527
0.5753542
0.9938363
0.6353125
0.9667861
0.9971936
0.95618224
0.97108257
0.99999934
0.9999983
0.65929073
0.7351449
0.9732861
0.8156979
0.9196282
0.99225056
0.8087462
0.9558509
0.98797745
0.9999948
0.9999948
0.95469
0.9283043
0.61260563
0.97324747
0.9945561
0.9718139
0.8712386
0.8354586
0.985584
0.98586667
0.8981638
0.9717064
0.6827523
0.9874572
0.97821635
0.91193104
0.98971033
0.97958595
0.99999946
0.97824246
0.9683597
0.99999905
0.9551775
0.6157106
0.9961561
0.5279609
0.9580998
0.99731153
0.6678197
0.93632066
0.97585636
0.961813
0.7708862
0.88053703
0.98828566
0.99539274
0.90484345
0.7847194
0.97860354
0.69925976
0.9768622
0.93840605
0.78789145
0.9571595
0.89444804
0.99337417
0.7502982
0.99999326
0.9419711
0.6743852
0.52273697
0.9999956
0.9576979
0.98990685
0.7821795
0.9857281
